Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        4     0.00     0.00  Catch::IExceptionTranslator const** std::__uninitialized_copy_a<std::move_iterator<Catch::IExceptionTranslator const**>, Catch::IExceptionTranslator const**, Catch::IExceptionTranslator const*>(std::move_iterator<Catch::IExceptionTranslator const**>, std::move_iterator<Catch::IExceptionTranslator const**>, Catch::IExceptionTranslator const**, std::allocator<Catch::IExceptionTranslator const*>&)
  0.00      0.00     0.00        4     0.00     0.00  std::move_iterator<Catch::TestCaseTracking::ITracker**> std::__make_move_if_noexcept_iterator<Catch::TestCaseTracking::ITracker**, std::move_iterator<Catch::TestCaseTracking::ITracker**> >(Catch::TestCaseTracking::ITracker**)
  0.00      0.00     0.00        4     0.00     0.00  std::vector<IntElement, std::allocator<IntElement> >* std::__uninitialized_move_if_noexcept_a<std::vector<IntElement, std::allocator<IntElement> >*, std::vector<IntElement, std::allocator<IntElement> >*, std::allocator<std::vector<IntElement, std::allocator<IntElement> > > >(std::vector<IntElement, std::allocator<IntElement> >*, std::vector<IntElement, std::allocator<IntElement> >*, std::vector<IntElement, std::allocator<IntElement> >*, std::allocator<std::vector<IntElement, std::allocator<IntElement> > >&)
  0.00      0.00     0.00        4     0.00     0.00  void std::sort<__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > > >(__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >, __gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >)
  0.00      0.00     0.00        4     0.00     0.00  void std::swap<Catch::Config*>(Catch::Config*&, Catch::Config*&)
  0.00      0.00     0.00        4     0.00     0.00  void std::swap<Catch::TestSpec::Filter*>(Catch::TestSpec::Filter*&, Catch::TestSpec::Filter*&)
  0.00      0.00     0.00        4     0.00     0.00  void std::swap<Catch::ITestCase*>(Catch::ITestCase*&, Catch::ITestCase*&)
  0.00      0.00     0.00        4     0.00     0.00  void std::swap<std::string*>(std::string*&, std::string*&)
  0.00      0.00     0.00        4     0.00     0.00  Catch::Ptr<Catch::TestCaseTracking::ITracker> const& std::forward<Catch::Ptr<Catch::TestCaseTracking::ITracker> const&>(std::remove_reference<Catch::Ptr<Catch::TestCaseTracking::ITracker> const&>::type&)
  0.00      0.00     0.00        4     0.00     0.00  Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> const& std::forward<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> const&>(std::remove_reference<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> const&>::type&)
  0.00      0.00     0.00        4     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, Catch::TagInfo> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::string const, Catch::TagInfo> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::string const, Catch::TagInfo> > >::type&)
  0.00      0.00     0.00        4     0.00     0.00  std::pair<std::string, Catch::TagInfo>&& std::forward<std::pair<std::string, Catch::TagInfo> >(std::remove_reference<std::pair<std::string, Catch::TagInfo> >::type&)
  0.00      0.00     0.00        4     0.00     0.00  void std::make_heap<__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > > >(__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >, __gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >)
  0.00      0.00     0.00        3     0.00     0.00  SquareMatrix::SquareMatrix(SquareMatrix const&)
  0.00      0.00     0.00        3     0.00     0.00  SquareMatrix::SquareMatrix(int)
  0.00      0.00     0.00        3     0.00     0.00  Catch::CumulativeReporterBase::testCaseStarting(Catch::TestCaseInfo const&)
  0.00      0.00     0.00        3     0.00     0.00  Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >::~Node()
  0.00      0.00     0.00        3     0.00     0.00  Catch::Matchers::Impl::MatcherImpl<Catch::Matchers::Impl::StdString::StartsWith, std::string>::~MatcherImpl()
  0.00      0.00     0.00        3     0.00     0.00  void Catch::deleteAll<std::vector<Catch::IGeneratorInfo*, std::allocator<Catch::IGeneratorInfo*> > >(std::vector<Catch::IGeneratorInfo*, std::allocator<Catch::IGeneratorInfo*> >&)
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Catch::Ptr<Catch::IReporterFactory> >::~new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  void __gnu_cxx::new_allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> >::destroy<Catch::Ptr<Catch::TestCaseTracking::ITracker> >(Catch::Ptr<Catch::TestCaseTracking::ITracker>*)
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<Catch::TestCase> >::~new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::stdio_sync_filebuf<char, std::char_traits<char> >::stdio_sync_filebuf(_iobuf*)
  0.00      0.00     0.00        3     0.00     0.00  Catch::Clara::CommandLine<Catch::ConfigData>::populate(std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> > const&, Catch::ConfigData&) const
  0.00      0.00     0.00        3     0.00     0.00  std::vector<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode>, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> > >::empty() const
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<Catch::MessageInfo>::~allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<Catch::MessageInfo>::~allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<Catch::AssertionStats>::allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::string::_M_mutate(unsigned int, unsigned int, unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  std::moneypunct<char, true>::moneypunct(std::__moneypunct_cache<char, true>*, unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  std::moneypunct<wchar_t, false>::moneypunct(std::__moneypunct_cache<wchar_t, false>*, unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >*>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >*, Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >*)
  0.00      0.00     0.00        3     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >*>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >*, Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >*)
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::_M_allocate(unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::TestSpec::Pattern>, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > >::_M_create_storage(unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<Catch::TestCase, std::allocator<Catch::TestCase> >::_Vector_impl::_M_swap_data(std::_Vector_base<Catch::TestCase, std::allocator<Catch::TestCase> >::_Vector_impl&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<Catch::TestSpec::Filter, std::allocator<Catch::TestSpec::Filter> >::_M_deallocate(Catch::TestSpec::Filter*, unsigned int)
  0.00      0.00     0.00        3     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<IntElement> >::__destroy_helper<IntElement>::value, void>::type std::allocator_traits<std::allocator<IntElement> >::_S_destroy<IntElement>(std::allocator<IntElement>&, IntElement*)
  0.00      0.00     0.00        3     0.00     0.00  _ZNSt16allocator_traitsISaIN5Catch14SectionEndInfoEEE9constructIS1_IRKS1_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS2_PT_DpOS7_
  0.00      0.00     0.00        3     0.00     0.00  std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > >::vector(std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > > const&)
  0.00      0.00     0.00        3     0.00     0.00  std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >::_M_move_assign(std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >&&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        3     0.00     0.00  std::vector<std::vector<IntElement, std::allocator<IntElement> >, std::allocator<std::vector<IntElement, std::allocator<IntElement> > > >::vector(std::vector<std::vector<IntElement, std::allocator<IntElement> >, std::allocator<std::vector<IntElement, std::allocator<IntElement> > > > const&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Catch::TagInfo>, std::_Select1st<std::pair<std::string const, Catch::TagInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Catch::TagInfo> > >::_M_get_insert_unique_pos(std::string const&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Catch::IGeneratorInfo*>, std::_Select1st<std::pair<std::string const, Catch::IGeneratorInfo*> >, std::less<std::string>, std::allocator<std::pair<std::string const, Catch::IGeneratorInfo*> > >::find(std::string const&)
  0.00      0.00     0.00        3     0.00     0.00  unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  0.00      0.00     0.00        3     0.00     0.00  std::basic_ostream<char, std::char_traits<char> >& std::endl<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&)
  0.00      0.00     0.00        3     0.00     0.00  void std::swap<Catch::Ptr<Catch::TestSpec::Pattern>*>(Catch::Ptr<Catch::TestSpec::Pattern>*&, Catch::Ptr<Catch::TestSpec::Pattern>*&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree_node<std::string>*& std::forward<std::_Rb_tree_node<std::string>*&>(std::remove_reference<std::_Rb_tree_node<std::string>*&>::type&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree_node<std::pair<std::string const, Catch::TagInfo> >*& std::forward<std::_Rb_tree_node<std::pair<std::string const, Catch::TagInfo> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::string const, Catch::TagInfo> >*&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::RunContext::handleFatalErrorCondition(std::string const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::TestCaseInfo::~TestCaseInfo()
  0.00      0.00     0.00        2     0.00     0.00  Catch::AssertionStats::AssertionStats(Catch::AssertionResult const&, std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> > const&, Catch::Totals const&)
  0.00      0.00     0.00        2     0.00     0.00  void Catch::TestSpecParser::addPattern<Catch::TestSpec::TagPattern>()
  0.00      0.00     0.00        2     0.00     0.00  Catch::replaceInPlace(std::string&, std::string const&, std::string const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::ConsoleReporter::printTestCaseAndSectionHeader()
  0.00      0.00     0.00        2     0.00     0.00  Catch::WildcardPattern::~WildcardPattern()
  0.00      0.00     0.00        2     0.00     0.00  Catch::CumulativeReporterBase::sectionStarting(Catch::SectionInfo const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::Ptr<Catch::IReporterFactory>::~Ptr()
  0.00      0.00     0.00        2     0.00     0.00  Catch::Ptr<Catch::TestCaseTracking::ITracker>::Ptr(Catch::Ptr<Catch::TestCaseTracking::ITracker> const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::Ptr<Catch::IStreamingReporter>::Ptr()
  0.00      0.00     0.00        2     0.00     0.00  Catch::Tbc::operator<<(std::ostream&, Catch::Tbc::Text const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::Context::getRunner()
  0.00      0.00     0.00        2     0.00     0.00  Catch::Matchers::Impl::Matcher<std::string>::~Matcher()
  0.00      0.00     0.00        2     0.00     0.00  Catch::pluralise::pluralise(unsigned int, std::string const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::operator<<(std::ostream&, Catch::XmlEncode const&)
  0.00      0.00     0.00        2     0.00     0.00  Catch::operator<<(std::ostream&, Catch::pluralise const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> >::new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISsE9constructISsISsEEEvPT_DpOT0_
  0.00      0.00     0.00        2     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISsEE9constructIS2_IRKSsEEEvPT_DpOT0_
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::string> >::_S_select_on_copy(std::allocator<std::string> const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<IntElement, std::allocator<IntElement> > > >::_S_select_on_copy(std::allocator<std::vector<IntElement, std::allocator<IntElement> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::stdio_sync_filebuf<char, std::char_traits<char> >::seekpos(std::fpos<int>, std::_Ios_Openmode)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::stdio_sync_filebuf<char, std::char_traits<char> >::overflow(int)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::stdio_sync_filebuf<wchar_t, std::char_traits<wchar_t> >::pbackfail(unsigned short)
  0.00      0.00     0.00        2     0.00     0.00  bool __gnu_cxx::operator==<Catch::MessageInfo const*, Catch::MessageInfo*, std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> > >(__gnu_cxx::__normal_iterator<Catch::MessageInfo const*, std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> > > const&, __gnu_cxx::__normal_iterator<Catch::MessageInfo*, std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> > > const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >::max_size() const
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Catch::Clara::Parser::Token>::max_size() const
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, Catch::Ptr<Catch::IReporterFactory> > > >::max_size() const
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::_M_get_Tp_allocator() const
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Clara::CommandLine<Catch::ConfigData>::Arg, std::allocator<Catch::Clara::CommandLine<Catch::ConfigData>::Arg> >::_M_get_Tp_allocator() const
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<std::string const, Catch::TagInfo> >::operator->() const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> >::_M_check_len(unsigned int, char const*) const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::empty() const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::size() const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::_M_check_len(unsigned int, char const*) const
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::max_size() const
  0.00      0.00     0.00        2     0.00     0.00  std::num_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::put(std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> >, std::ios_base&, wchar_t, long double) const
  0.00      0.00     0.00        2     0.00     0.00  std::num_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::do_put(std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> >, std::ios_base&, wchar_t, void const*) const
  0.00      0.00     0.00        2     0.00     0.00  std::num_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::do_put(std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> >, std::ios_base&, wchar_t, bool) const
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<Catch::MessageInfo>::allocator(std::allocator<Catch::MessageInfo> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::moneypunct<char, true>::moneypunct(unsigned int)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >*>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >*, Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >*)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<IntElement, std::allocator<IntElement> >::_Vector_impl::_M_swap_data(std::_Vector_base<IntElement, std::allocator<IntElement> >::_Vector_impl&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<IntElement, std::allocator<IntElement> >::_Vector_base(unsigned int, std::allocator<IntElement> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::MessageInfo, std::allocator<Catch::MessageInfo> >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode>, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> > >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode>, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> > >::_Vector_base()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_allocate(unsigned int)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > >::_M_create_storage(unsigned int)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::TestSpec::Pattern>, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > >::_Vector_impl::_M_swap_data(std::_Vector_base<Catch::Ptr<Catch::TestSpec::Pattern>, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > >::_Vector_impl&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Ptr<Catch::TestSpec::Pattern>, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > >::_M_get_Tp_allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<Catch::Clara::CommandLine<Catch::ConfigData>::Arg, std::allocator<Catch::Clara::CommandLine<Catch::ConfigData>::Arg> >::_M_deallocate(Catch::Clara::CommandLine<Catch::ConfigData>::Arg*, unsigned int)
  0.00      0.00     0.00        2     0.00     0.00  _ZNSt16allocator_traitsISaI10IntElementEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_
  0.00      0.00     0.00        2     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Catch::ConsoleReporter::SummaryColumn> >::__maxsize_helper<std::allocator<Catch::ConsoleReporter::SummaryColumn> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Catch::ConsoleReporter::SummaryColumn> >::_S_max_size<std::allocator<Catch::ConsoleReporter::SummaryColumn> const>(std::allocator<Catch::ConsoleReporter::SummaryColumn> const&)
  0.00      0.00     0.00        2     0.00     0.00  void std::allocator_traits<std::allocator<Catch::ConsoleReporter::SummaryColumn> >::destroy<Catch::ConsoleReporter::SummaryColumn>(std::allocator<Catch::ConsoleReporter::SummaryColumn>&, Catch::ConsoleReporter::SummaryColumn*)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<Catch::ConsoleReporter::SummaryColumn> >::max_size(std::allocator<Catch::ConsoleReporter::SummaryColumn> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::basic_ostringstream(std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&, std::_Ios_Openmode)
  0.00      0.00     0.00        2     0.00     0.00  std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::~basic_ostringstream()
  0.00      0.00     0.00        2     0.00     0.00  std::vector<IntElement, std::allocator<IntElement> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<IntElement, std::allocator<IntElement> >*>, std::vector<IntElement, std::allocator<IntElement> >*>(std::move_iterator<std::vector<IntElement, std::allocator<IntElement> >*>, std::move_iterator<std::vector<IntElement, std::allocator<IntElement> >*>, std::vector<IntElement, std::allocator<IntElement> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> >::~vector()
  0.00      0.00     0.00        2     0.00     0.00  void std::vector<Catch::AssertionStats, std::allocator<Catch::AssertionStats> >::_M_emplace_back_aux<Catch::AssertionStats const&>(Catch::AssertionStats const&)
  0.00      0.00     0.00        2     0.00     0.00  void std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_emplace_back_aux<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > const&>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > const&)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::~vector()
  0.00      0.00     0.00        2     0.00     0.00  void std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> >::_M_emplace_back_aux<Catch::Clara::Parser::Token const&>(Catch::Clara::Parser::Token const&)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >::reserve(unsigned int)
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::TestSpec::Filter, std::allocator<Catch::TestSpec::Filter> >::~vector()
  0.00      0.00     0.00        2     0.00     0.00  std::vector<Catch::IExceptionTranslator const*, std::allocator<Catch::IExceptionTranslator const*> >::begin()
  0.00      0.00     0.00        2     0.00     0.00  void std::vector<Catch::TestCaseTracking::ITracker*, std::allocator<Catch::TestCaseTracking::ITracker*> >::emplace_back<Catch::TestCaseTracking::ITracker*>(Catch::TestCaseTracking::ITracker*&&)
