Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       4/7           Catch::Matchers::Impl::StdString::StartsWith::toString() const [534]
[421]    0.0    0.00    0.00       7         std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::_M_check_len(unsigned int, char const*) const [421]
                0.00    0.00       4/7           std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::end() const [422]
                0.00    0.00       1/48          std::basic_istream<char, std::char_traits<char> >& std::ws<char, std::char_traits<char> >(std::basic_istream<char, std::char_traits<char> >&) [123]
                0.00    0.00       1/2           std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::empty() const [672]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::vector() [5067]
                0.00    0.00       2/7           std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::swap(std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >&) [5069]
                0.00    0.00       4/7           std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::_M_check_len(unsigned int, char const*) const [421]
[422]    0.0    0.00    0.00       7         std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::end() const [422]
                0.00    0.00       7/14          __gnu_cxx::stdio_filebuf<wchar_t, std::char_traits<wchar_t> >::stdio_filebuf() [304]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::empty() const [672]
                0.00    0.00       2/7           std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::swap(std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >&) [5069]
                0.00    0.00       4/7           Catch::Matchers::Impl::StdString::StartsWith::toString() const [534]
[423]    0.0    0.00    0.00       7         std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::size() const [423]
-----------------------------------------------
                0.00    0.00       7/7           std::_Vector_base<Catch::TestSpec::Filter, std::allocator<Catch::TestSpec::Filter> >::_Vector_base(std::_Vector_base<Catch::TestSpec::Filter, std::allocator<Catch::TestSpec::Filter> >&&) [238]
[424]    0.0    0.00    0.00       7         std::allocator<Catch::AssertionStats>::~allocator() [424]
                0.00    0.00       7/17          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::string> >::deallocate(std::_Rb_tree_node<std::string>*, unsigned int) [278]
-----------------------------------------------
                0.00    0.00       1/7           std::moneypunct<wchar_t, false>::moneypunct(unsigned int) [855]
                0.00    0.00       6/7           std::moneypunct<wchar_t, false>::moneypunct(int*, char const*, unsigned int) [426]
[425]    0.0    0.00    0.00       7         std::string::push_back(char) [425]
                0.00    0.00       1/99          void std::swap<Catch::TestCase*>(Catch::TestCase*&, Catch::TestCase*&) [52]
-----------------------------------------------
                0.00    0.00       1/7           std::moneypunct<wchar_t, false>::moneypunct(std::__moneypunct_cache<wchar_t, false>*, unsigned int) <cycle 1> [619]
                0.00    0.00       6/7           void std::_Construct<Catch::TestCase, Catch::TestCase const&>(Catch::TestCase*, Catch::TestCase const&) [432]
[426]    0.0    0.00    0.00       7         std::moneypunct<wchar_t, false>::moneypunct(int*, char const*, unsigned int) [426]
                0.00    0.00       6/7           std::string::push_back(char) [425]
-----------------------------------------------
                                   2             std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> >::~vector() <cycle 1> [701]
                0.00    0.00       1/2100        void std::vector<Catch::SectionInfo, std::allocator<Catch::SectionInfo> >::_M_emplace_back_aux<Catch::SectionInfo const&>(Catch::SectionInfo const&) [5018]
                0.00    0.00       4/2100        std::vector<Catch::MessageInfo, std::allocator<Catch::MessageInfo> >::end() [574]
[427]    0.0    0.00    0.00       7         std::_Vector_base<IntElement, std::allocator<IntElement> >::_Vector_impl::_Vector_impl(std::allocator<IntElement>&&) <cycle 1> [427]
                                   1             std::_Vector_base<IntElement, std::allocator<IntElement> >::_M_allocate(unsigned int) <cycle 1> [859]
-----------------------------------------------
                                   2             std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_allocate(unsigned int) <cycle 1> [689]
                                   5             std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_deallocate(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >*, unsigned int) <cycle 1> [446]
[428]    0.0    0.00    0.00       7         std::_Vector_base<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::~_Vector_base() <cycle 1> [428]
                                   4             std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::_M_insert<true>(std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> >, std::ios_base&, wchar_t, std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&) const <cycle 1> [6]
-----------------------------------------------
                0.00    0.00       3/7           std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > >::vector(std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > > const&) <cycle 1> [628]
                0.00    0.00       4/7           std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::_Vector_base() [3940]
[429]    0.0    0.00    0.00       7         std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::_M_deallocate(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >*, unsigned int) [429]
                0.00    0.00       7/21          __gnu_cxx::__normal_iterator<IntElement*, std::vector<IntElement, std::allocator<IntElement> > > std::copy<__gnu_cxx::__normal_iterator<IntElement const*, std::vector<IntElement, std::allocator<IntElement> > >, __gnu_cxx::__normal_iterator<IntElement*, std::vector<IntElement, std::allocator<IntElement> > > >(__gnu_cxx::__normal_iterator<IntElement const*, std::vector<IntElement, std::allocator<IntElement> > >, __gnu_cxx::__normal_iterator<IntElement const*, std::vector<IntElement, std::allocator<IntElement> > >, __gnu_cxx::__normal_iterator<IntElement*, std::vector<IntElement, std::allocator<IntElement> > >) [247]
-----------------------------------------------
                                   7             void std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >::_M_emplace_back_aux<Catch::TestCase const&>(Catch::TestCase const&) <cycle 1> [404]
[430]    0.0    0.00    0.00       7         std::_Vector_base<Catch::Clara::CommandLine<Catch::ConfigData>::Arg, std::allocator<Catch::Clara::CommandLine<Catch::ConfigData>::Arg> >::~_Vector_base() <cycle 1> [430]
                                   2             std::_Vector_base<Catch::Ptr<Catch::TestSpec::Pattern>, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > >::_Vector_base(unsigned int, std::allocator<Catch::Ptr<Catch::TestSpec::Pattern> > const&) <cycle 1> [478]
-----------------------------------------------
                                   1             void std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_emplace_back_aux<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > const&>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > const&) <cycle 1> [703]
                                   6             Catch::Matchers::Impl::StdString::StartsWith::StartsWith(Catch::Matchers::Impl::StdString::StartsWith const&) <cycle 1> [336]
[431]    0.0    0.00    0.00       7         std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::~vector() <cycle 1> [431]
                0.00    0.00       5/12          std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode>, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> > >::_Vector_impl::~_Vector_impl() [325]
                                   2             std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_allocate(unsigned int) <cycle 1> [689]
-----------------------------------------------
                0.00    0.00       1/7           void std::__uninitialized_default_n_a<std::vector<IntElement, std::allocator<IntElement> >*, unsigned int, std::vector<IntElement, std::allocator<IntElement> > >(std::vector<IntElement, std::allocator<IntElement> >*, unsigned int, std::allocator<std::vector<IntElement, std::allocator<IntElement> > >&) [926]
                0.00    0.00       1/7           std::basic_istream<char, std::char_traits<char> >& std::ws<char, std::char_traits<char> >(std::basic_istream<char, std::char_traits<char> >&) [123]
                0.00    0.00       2/7           void std::__uninitialized_default_n_a<std::string*, unsigned int, std::string>(std::string*, unsigned int, std::allocator<std::string>&) [719]
                0.00    0.00       3/7           __gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > > >(__gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >, __gnu_cxx::__normal_iterator<Catch::TestCase*, std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > >) <cycle 1> [314]
[432]    0.0    0.00    0.00       7         void std::_Construct<Catch::TestCase, Catch::TestCase const&>(Catch::TestCase*, Catch::TestCase const&) [432]
                0.00    0.00       6/7           std::moneypunct<wchar_t, false>::moneypunct(int*, char const*, unsigned int) [426]
                0.00    0.00       1/1           std::moneypunct<wchar_t, false>::moneypunct(unsigned int) [855]
-----------------------------------------------
                0.00    0.00       7/7           Catch::MessageInfo const& std::forward<Catch::MessageInfo const&>(std::remove_reference<Catch::MessageInfo const&>::type&) [5882]
[433]    0.0    0.00    0.00       7         Catch::IGeneratorsForTest*&& std::forward<Catch::IGeneratorsForTest*>(std::remove_reference<Catch::IGeneratorsForTest*>::type&) [433]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > >::vector(std::vector<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> >, std::allocator<Catch::Ptr<Catch::Matchers::Impl::Matcher<std::string> > > > const&) <cycle 1> [628]
                0.00    0.00       6/7           void std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::_M_emplace_back_aux<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > const&>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > const&) <cycle 1> [231]
[434]    0.0    0.00    0.00       7         IntElement const& std::forward<IntElement const&>(std::remove_reference<IntElement const&>::type&) [434]
-----------------------------------------------
                0.00    0.00       1/6           Catch::TestRunStats::~TestRunStats() [1167]
                0.00    0.00       1/6           Catch::RunContext::handleFatalErrorCondition(std::string const&) [639]
                0.00    0.00       1/6           Catch::RunContext::runTest(Catch::TestCase const&) <cycle 1> [172]
                0.00    0.00       1/6           Catch::XmlReporter::testGroupStarting(Catch::GroupInfo const&) [728]
                0.00    0.00       2/6           Catch::Clara::Parser::handleOpt(unsigned int, char, std::string const&, std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> >&) <cycle 1> [133]
[435]    0.0    0.00    0.00       6         std::string Catch::fpToString<float>(float, int) [435]
-----------------------------------------------
                0.00    0.00       1/6           Catch::AssertionInfo::AssertionInfo(Catch::AssertionInfo const&) [244]
                0.00    0.00       5/6           Catch::JunitReporter::writeAssertion(Catch::AssertionStats const&) [74]
[436]    0.0    0.00    0.00       6         Catch::setUseColour(Catch::ConfigData&, std::string const&) [436]
                0.00    0.00       2/2100        Catch::Session::applyCommandLine(int, char const* const*, Catch::Session::OnUnusedOptions::DoWhat) <cycle 1> [66]
                0.00    0.00       1/5           Catch::toString(std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&) [464]
                0.00    0.00       1/10          Catch::Detail::rawMemoryToString(void const*, unsigned int) [347]
                0.00    0.00       1/25          Catch::ResultBuilder::setResultType(Catch::ResultWas::OfType) [200]
                0.00    0.00       1/25          Catch::ResultBuilder::setResultType(bool) [201]
                0.00    0.00       1/25          Catch::ResultBuilder::setLhs(std::string const&) [205]
                0.00    0.00       1/25          Catch::ResultBuilder::setRhs(std::string const&) [206]
-----------------------------------------------
                                   1             Catch::Option<Catch::TestCaseInfo>::operator=(Catch::TestCaseInfo const&) <cycle 1> [783]
                                   4             Catch::ConsoleReporter::AssertionPrinter::AssertionPrinter(std::ostream&, Catch::AssertionStats const&, bool) <cycle 1> [744]
                0.00    0.00       1/2100        Catch::ConsoleReporter::AssertionPrinter::print() const [824]
[437]    0.0    0.00    0.00       6         Catch::ConsoleReporter::printTotalsDivider(Catch::Totals const&) <cycle 1> [437]
                                   1             Catch::listTestsNamesOnly(Catch::Config const&) <cycle 1> [438]
                                   1             Catch::Session::applyCommandLine(int, char const* const*, Catch::Session::OnUnusedOptions::DoWhat) <cycle 1> [66]
-----------------------------------------------
                                   1             Catch::ConsoleReporter::printTotalsDivider(Catch::Totals const&) <cycle 1> [437]
                0.00    0.00       1/2100        Catch::RunContext::runCurrentTest(std::string&, std::string&) [303]
                0.00    0.00       4/2100        Catch::RunContext::handleUnfinishedSections() [1096]
[438]    0.0    0.00    0.00       6         Catch::listTestsNamesOnly(Catch::Config const&) <cycle 1> [438]
                0.00    0.00       1/1           bool __gnu_cxx::operator!=<Catch::AssertionStats const*, std::vector<Catch::AssertionStats, std::allocator<Catch::AssertionStats> > >(__gnu_cxx::__normal_iterator<Catch::AssertionStats const*, std::vector<Catch::AssertionStats, std::allocator<Catch::AssertionStats> > > const&, __gnu_cxx::__normal_iterator<Catch::AssertionStats const*, std::vector<Catch::AssertionStats, std::allocator<Catch::AssertionStats> > > const&) [815]
                0.00    0.00       1/1           bool __gnu_cxx::operator!=<Catch::ConsoleReporter::SummaryColumn const*, std::vector<Catch::ConsoleReporter::SummaryColumn, std::allocator<Catch::ConsoleReporter::SummaryColumn> > >(__gnu_cxx::__normal_iterator<Catch::ConsoleReporter::SummaryColumn const*, std::vector<Catch::ConsoleReporter::SummaryColumn, std::allocator<Catch::ConsoleReporter::SummaryColumn> > > const&, __gnu_cxx::__normal_iterator<Catch::ConsoleReporter::SummaryColumn const*, std::vector<Catch::ConsoleReporter::SummaryColumn, std::allocator<Catch::ConsoleReporter::SummaryColumn> > > const&) [816]
                0.00    0.00       1/127         Catch::ReporterRegistrar<Catch::CompactReporter>::ReporterRegistrar(std::string const&) [33]
                                   9             Catch::Session::run() <cycle 1> [130]
                                   1             Catch::RunContext::runTest(Catch::TestCase const&) <cycle 1> [172]
                                   1             std::vector<IntElement, std::allocator<IntElement> >::operator=(std::vector<IntElement, std::allocator<IntElement> > const&) <cycle 1> [350]
-----------------------------------------------
                0.00    0.00       1/6           Catch::addListeners(Catch::Ptr<Catch::IConfig const> const&, Catch::Ptr<Catch::IStreamingReporter>) [732]
                0.00    0.00       1/6           Catch::runTests(Catch::Ptr<Catch::Config> const&) [1759]
                0.00    0.00       1/6           Catch::RunContext::handleFatalErrorCondition(std::string const&) [639]
                0.00    0.00       3/6           Catch::CumulativeReporterBase::CumulativeReporterBase(Catch::ReporterConfig const&) <cycle 1> [334]
[439]    0.0    0.00    0.00       6         Catch::CumulativeReporterBase::skipTest(Catch::TestCaseInfo const&) [439]
-----------------------------------------------
                                   1             Catch::Clara::Parser::handleOpt(unsigned int, char, std::string const&, std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> >&) <cycle 1> [133]
                                   2             void Catch::TestSpecParser::addPattern<Catch::TestSpec::NamePattern>() <cycle 1> [104]
                0.00    0.00       1/2100        Catch::Clara::Parser::handlePositional(unsigned int, char, std::string const&, std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> >&) [778]
                0.00    0.00       2/2100        Catch::runTests(Catch::Ptr<Catch::Config> const&) [1759]
[440]    0.0    0.00    0.00       6         Catch::Matchers::Impl::StdString::CasedString::CasedString(Catch::Matchers::Impl::StdString::CasedString const&) <cycle 1> [440]
                                   2             std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >::_M_move_assign(std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >&&, std::integral_constant<bool, true>) <cycle 1> [629]
                                   2             void std::vector<Catch::TestCase, std::allocator<Catch::TestCase> >::_M_emplace_back_aux<Catch::TestCase const&>(Catch::TestCase const&) <cycle 1> [404]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::_M_allocate(unsigned int) <cycle 1> [307]
[441]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Catch::Ptr<Catch::IStreamingReporter> >::deallocate(Catch::Ptr<Catch::IStreamingReporter>*, unsigned int) [441]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_Vector_base() [3932]
[442]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Catch::Ptr<Catch::IStreamingReporter> >::allocate(unsigned int, void const*) [442]
                0.00    0.00       6/114         Catch::Matchers::Impl::StdString::EndsWith::match(std::string const&) const [39]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > >::_M_emplace_back_aux<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > const&>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > const&) <cycle 1> [231]
[443]    0.0    0.00    0.00       6         std::vector<Catch::Ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Ptr<Catch::TestCaseTracking::ITracker> > >::max_size() const [443]
                0.00    0.00      12/20          std::vector<Catch::Ptr<Catch::IStreamingReporter>, std::allocator<Catch::Ptr<Catch::IStreamingReporter> > >::_M_check_len(unsigned int, char const*) const [254]
                0.00    0.00       6/12          std::vector<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode>, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::SectionNode> > >::_M_check_len(unsigned int, char const*) const [324]
-----------------------------------------------
                0.00    0.00       1/6           Catch::runTests(Catch::Ptr<Catch::Config> const&) [1759]
                0.00    0.00       1/6           Catch::enforceNoDuplicateTestCases(std::vector<Catch::TestCase, std::allocator<Catch::TestCase> > const&) [1485]
                0.00    0.00       2/6           std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::_M_check_len(unsigned int, char const*) const [674]
                0.00    0.00       2/6           void std::vector<Catch::Clara::Parser::Token, std::allocator<Catch::Clara::Parser::Token> >::_M_emplace_back_aux<Catch::Clara::Parser::Token>(Catch::Clara::Parser::Token&&) <cycle 1> [450]
[444]    0.0    0.00    0.00       6         std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::max_size() const [444]
                0.00    0.00       5/54          __gnu_cxx::stdio_filebuf<wchar_t, std::char_traits<wchar_t> >::~stdio_filebuf() [102]
-----------------------------------------------
                                   1             void std::vector<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >::_M_emplace_back_aux<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > const&>(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > const&) <cycle 1> [577]
                                   5             std::_Vector_base<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >, std::allocator<Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > > > >::_M_deallocate(Catch::Ptr<Catch::CumulativeReporterBase::Node<Catch::TestRunStats, Catch::CumulativeReporterBase::Node<Catch::TestGroupStats, Catch::CumulativeReporterBase::Node<Catch::TestCaseStats, Catch::CumulativeReporterBase::SectionNode> > > >*, unsigned int) <cycle 1> [446]
